Tempo (s),PWM1,PWM2,Temperatura1 (ÂºC),Temperatura2 (ÂºC)
4228.002259969711,255,255,60.94819159335288,55.08308895405669
4238.013955116272,255,255,61.43695014662755,55.08308895405669
4248.001039505005,255,255,61.43695014662755,56.54936461388074
4258.008305072784,255,255,61.92570869990224,57.03812316715542
4268.009027481079,255,255,62.41446725317692,57.03812316715542
4278.0125958919525,255,255,62.9032258064516,58.50439882697947
4288.002185583115,255,255,63.880742913000965,59.481915933528825
4298.021944522858,255,255,63.880742913000965,58.99315738025415
4308.012557983398,0,255,64.85826001955033,60.94819159335288
4318.001971483231,0,255,65.83577712609969,61.92570869990224
4328.015071392059,0,255,66.32453567937438,60.94819159335288
4338.014165878296,0,255,66.81329423264906,61.92570869990224
4348.0146770477295,0,255,68.27956989247312,61.92570869990224
4358.00640296936,0,255,69.25708699902249,61.92570869990224
4368.005724430084,0,255,71.21212121212122,61.43695014662755
4378.0050349235535,0,255,71.7008797653959,60.94819159335288
4388.014909982681,0,255,71.7008797653959,60.4594330400782
4398.003706932068,0,255,72.18963831867057,60.4594330400782
4408.019123792648,255,255,73.65591397849462,60.4594330400782
4418.002887248993,255,255,74.1446725317693,59.97067448680351
4428.002906084061,255,255,74.633431085044,60.4594330400782
4438.002091884613,255,255,75.12218963831867,60.94819159335288
4448.015495538712,255,255,75.61094819159335,61.43695014662755
4458.002522945404,255,255,75.61094819159335,62.9032258064516
4468.014518737793,255,255,76.09970674486803,62.9032258064516
4478.002413272858,255,255,75.61094819159335,64.36950146627565
4488.012795209885,255,255,75.61094819159335,65.34701857282501
4498.006302595139,255,255,75.12218963831867,65.34701857282501
4508.019192934036,255,255,75.61094819159335,65.83577712609969
4518.007176160812,255,255,75.61094819159335,66.81329423264906
4528.011711359024,255,255,76.09970674486803,67.79081133919844
4538.016739368439,255,255,76.58846529814272,69.25708699902249
4548.01701259613,255,255,76.09970674486803,68.76832844574781
4558.006922006607,255,255,76.58846529814272,70.23460410557185
4568.013486862183,255,255,77.0772238514174,70.72336265884654
4578.014274358749,255,255,77.0772238514174,71.7008797653959
4588.006660223007,255,255,77.56598240469208,72.18963831867057
4598.002583026886,255,255,77.56598240469208,72.67839687194527
4608.011535644531,255,255,77.56598240469208,72.67839687194527
4618.013740062714,255,255,77.56598240469208,73.65591397849462
4628.012103796005,255,255,78.05474095796676,74.1446725317693
4638.015458583832,255,255,78.05474095796676,74.633431085044
4648.012361049652,255,255,78.05474095796676,75.12218963831867
4658.004721164703,255,255,78.05474095796676,75.12218963831867
4669.003744363785,255,255,78.54349951124145,75.61094819159335
4679.005242586136,255,255,79.03225806451613,76.09970674486803
4689.006147861481,255,255,79.5210166177908,76.09970674486803
4699.007258892059,255,255,79.5210166177908,77.0772238514174
4709.0078802108765,0,0,78.54349951124145,76.58846529814272
4719.009165048599,0,0,78.54349951124145,76.58846529814272
4729.01921749115,0,0,78.54349951124145,76.09970674486803
4739.0147523880005,0,0,77.56598240469208,75.61094819159335
4749.012475252152,0,0,77.56598240469208,75.61094819159335
4759.017055749893,0,0,75.61094819159335,74.633431085044
4769.018718242645,0,0,74.633431085044,73.65591397849462
4779.007644891739,0,0,73.65591397849462,72.18963831867057
4789.006550073624,0,0,72.67839687194527,71.7008797653959
4799.001781463623,0,0,71.21212121212122,70.72336265884654
4809.003159046173,255,0,70.23460410557185,69.74584555229717
4819.003046035767,255,0,69.74584555229717,68.76832844574781
4829.003939390183,255,0,68.27956989247312,68.76832844574781
4839.004813671112,255,0,66.81329423264906,68.76832844574781
4849.006069898605,255,0,65.83577712609969,69.25708699902249
4859.006865024567,255,0,65.34701857282501,70.23460410557185
4869.007611274719,255,0,64.36950146627565,69.74584555229717
4879.0122447013855,255,0,63.39198435972628,71.21212121212122
4889.01212978363,255,0,62.9032258064516,71.21212121212122
